Content,Label
Awesome.,2
We perhaps should have stuck with Samsung?,0
Eventually I received a phone number assignment but was unable to get the service to recognize the number.Phone will go into the trash.,0
"In the SD500' defense it does look and feel better than the Fuji and uses the cheap SD cards.6) Finally a good movie mode (at 640 x 480 and very crisp 30 fps)Here are the CONS1) Uses those pesky xD cards which are harder to find, more expensive and smaller capacities than the SD cards.2) No optical viewfinder.",0
Plop down a few hundred extra dollars and get the Harmony One remote (but the other harmonies are all crap).,0
Wrong.Depot shipped back my laptop and said that the issue was at Hard Drive.,0
No problems accept I can't get the stupid turn on/off sound to stop.,0
"I really enjoy my camera, I think the canon glass is generally overpriced especially for the professional L series lenses.",0
Sharp should be clear on this point.,0
I found an on-line coupon for a free alarm panel and that sealed the deal.,2
I would strongly suggest buying a car charger and an extra wall or PC charger.,1
"Probably only about 1:1 macro (in old 35mm terms) but able to get photo of half a paper staple, and the damage on the staple and the paper from the action of fitting.So, recommend?",1
Anyone have any calibration thoughts yet?,1
Picture is great.,2
When i ordered my LG Revolution I was so exited.,2
Most users will probably not use but a few of the features.,1
"She uses it for school work, reading, projects and leisure.",1
I upgraded to a high-speed SanDisk Ultra II 2GB card with 15MB/second rate to capture movies.,1
The zooom is wonderful and the pictures are awesome.,2
Camera will turn on but nothing else.,0
"You could stick the magnet on this type of door frame as is, but it would be highly improbable that a good bond would be created, and you are limited by a maximum 1/2 inch spacing between the magnet and the detector.",1
"The descriptions says ""Front of housing has minor cosmetic imperfection"".",0
Had a case on it and everything.,1
"If you are slightly off center, the picture looks like infra red.I could not sit or lay in bed and watch it.",0
I am very pleased with the picture quality of this TV since I have three 1080p TV's already.,2
iTunes sharing couldn't be easier.,2
"He uses the 70-200mm, f2.8 lens.",1
"It does a good job of upscaling standard def media as well.Cons:  If I sit off center by 50  degrees, the color starts to wash out.",0
"I do enjoy my casual photography, especially when I come home with a few ""keeper"" shots like I've been lucky enough to do with this camera.I have been extremely pleased with this camera.",2
"I dragged this camera on many outdoor trips...many times it tumbled, was dropped in sand...but in the end it always came back to life.",2
"We wanted extra ""security"" in our driveway besides the exterior light because we had a problem with someone slashing tires in cars in driveways in our neighborhood.",0
This tablet is an amazing piece of hardware.,2
But I will keep using the Nokia C3-00 as my primary phone beause it is perfect for my normal pattern of phone usage.,2
"Now, onto my review-Appearance/Design-The first thing I noticed about this tablet is the fact that it's really thin.",2
This TV's style and features are second to none.,2
The controls are intuitive and the picture quality is outstanding.,2
Calls come in perfect!6.,2
Internet connection is easy and fantastic to use.,2
For the price this tv is Perfect.,2
"To use Google TV you must have or create a Google (gmail) account, which you can do on the TV or on your computer.Remote Control:  I was truly impressed by the voice command feature on the remote.",2
It was much easier than I thought it would be to install the hard drive.,2
I purchased this phone in hopes of thinking this phone was going to be like or close to similarities of the Samsung Galaxy Note 3 but it didn't.,0
"bought 2, one the touch screen did not work, other one has its own quirks.",0
Not sure it did because of a feature.,2
I feel like I'm shooting target practice trying to get even a delayed response from the TV.,0
"The pictures rendered, and the bright, 3"" LCD screen on the back of the camera makes it wonderful to use.",2
Shoots video.,1
"Not into 3-D, so I can't comment.",1
It doesn't bother me at all because I know at the end of the day I will capture the most memorable shots.,2
I couldn't take any pictures of a large group of trees and be satisfied with it.,0
This problem is all the more serious because the camera also lacks the customary built in flaps that cover the lens when you turn it off.,0
"For this price point I can't find anything, where the Galaxy S-III falls short.",0
"takes great pics, has lots of options and isn't big and heavy but still enough to hold onto.",2
"I called support once I found out it costs and they were of no help.Shame on Verizon, perhaps I should have stuck with AT&T; and my Lumia 920.",0
"If the Roku stick is left in the MHL port, you have to push the input button on the remote and scroll down to the MHL input, which would possibly be even more confusing.",0
"I'm investigating how to fix this, any ideas?",1
"I've had this TV for about 2 months now, and I'm very happy with it.",2
Overall just a better device love everything about it!!,2
Less than $1300 for this TV and a bluray player that sold easily for $200.,1
I love them all.,2
"May be I have a defective unit.Asked Amazon to return the unit, but amazon policy is:""Amazon.com cannot accept the return of televisions 27 inches and larger after delivery.",0
Very happy with it.Haven't used the 2nd sims card yet but will use it in London soon.,2
Random power-off/power-on3.,0
What a great product.,2
I am getting further into its features now that I'm back from my trip.,1
"I did not have time to properly learn about all the features, but I am very happy with the camera and everyone who sees it is impressed.",2
"Since then, I toted this in a jacket pocket and the 15 cent cover over the lense got bent.",0
I purchased it for my 5 year old grandson to download learning games and he just loves it.,2
The remote has an interesting design and works well for many tasks.,2
Who needs a smart phone w/all the extra fees you'll have to pay the phone company.,0
"My Aunt's 4 year old 37 inch Samsung has speakers on the sides too, they sound epic!",2
"The Nikon Coolpix L610 is what I would call a ""best value"" travel-zoom camera with a strong lens, a decent selection of scene modes and accurate color representation.",2
I think that cheaper feeling plastic is the key to the light weight of the laptop though.,1
"The picture, sound and the quick delivery before Christmas met all of our expectations.",2
"I got this camera because of 1) the low light/high ISO capabilities 2) I couldn't afford to get the F31FD or F30, they are rare to find and go for +$300.",2
"Slightly improved ergonomics with thumb rest and slightly rougher texture on the surface, allowing a better grasp.",2
I enjoy it every day.,2
"As of right now, I cannot say that I will consider them again.",0
"The Lumia 920 was an awesome phone, the only issue was I had poor LTE service at my house.",1
I know this is because they want you to buy rinetones but they should at least have one ringtone that sounds like something ringing.,1
I ordered this in 55-inch right before the Super Bowl and I wanted to reserve judgment for a few weeks to view the TV in many different ways.,1
LENS ERROR .,0
I am now on Generation 2 with a total of 4 cameras.,1
"I work in the woods...laying out, building, and maintaing all kinds of trails: hikig, skiing, snowmobile and mountain bike trails.",1
Excellent and expanded image stabilization.,2
"One slight problem is that when I turn the sound all the way up I can hear the router multiplexing, but this is probably because I'm using B/G network mode rather than the later N mode.",0
I try numerous times but the TV is unable to obtain an IP address from the router.,0
I think the faster processor makes a difference in game load times and browser speed - I am able to view websites in Desktop mode and it performs very well.,2
Now I am left to deal with the manufactures warranty lets see where that gets me.,0
"It is quick to change ISO and white balance (including preset white balance and white balance fine tuning) and flash exposure compensation and flash mode, all without using menus.",2
"She probably won't use the Smart features, but they are there if she wants them.",1
There were many times as well that a vehicle with radar would be directly in my view but the radar would not go off.,0
The possibilities are endless with this amazing device.,2
"This is my 1st tablet, I uses it mostly for surfing with Chrome browser, Video watching with YouTube and Netflix, Video calling with Skype, playing game, and reading eBooks.",1
"What light, I asked.",1
Nothing to envy from my Samsung's LCD in similiar size...,1
Great product.,2
There was a sticker in the back of the phone.,1
"After having about 700 shots printed on paper (4 x 6, 5 x 7 and 8 x 10's) - I can't tell the difference between film and digital.",1
Its great.,2
The TV upscales to 1080 and the TV I ordered Samsung UN32EH5000 32-Inch 1080p 60Hz LED HDTV (Black) was giving me headaches from eyestrain because the inability to focus.,0
The card size kinda maxes out at 2 gigs (that's all that's available for sale although tech specs say it can go higher) which is fine since the cam doesn't shoot HD video.,1
What can I say.,1
***************I want to know what exactly difference between this TV and 47LM6700 model because that is much cheaper than this one?,1
"Camera:I have owned this camera practically since it came out on the market, and at the time it looked like an expensive proposition, especially when compared to Nikon D50, Canon Rebel XT, or an used 20D.",1
Otherwise they may just dropoff the product at your building.,1
Cant sign into emails like my 22 dollar lg revere.,1
!,
She loves it.,2
"No buzzing noted,unless you go around to the back of the set and put your ear six (6)inches from the panel.",1
But the reality of my own particular situation is that calling has become secondary to internet/email and texting as far as smartphone communication goes.,1
The only complaint that I have is that it is very heavy.,0
"(2) when you adjust the picture mode such as vivid, custom, standard, cinema etc., I chose the vivid mode when I exit from adjustment it always go back to custom mode.",1
"However, that is not a real issue.",1
I researched many different tablets and when I saw the Wolvol I will say I was a little unsure but then I saw a demo about it on Youtube and it had everything I wanted.,1
(The nice thing about exposure compensation on this camera is that it remains locked in until you change it.,2
"When the LCD preview image and the lens simultaneously stuck with the batteries fully exhausted a few minutes later, I realized that a half-battery icon essentially means that it is time to change out the batteries on the spot (the icon really ought to be more specific).Image quality can range from okay (somewhat overexposed) to outstanding depending on the light, taking the time to pre-focus and the steadiness of one's hand.",1
Terrible product!!!,0
"Remember, this is a camera first.",1
"As far as point and shoots go, this one is okay, its easy to use, its light weight, and the price is not to bad.",2
"On the other hand, a person who purchases a $200 Comet and spends about $20 a month on average in prepaid minutes and web access is going to spend about $700 over that same period.",1
I've upped the rating to 5 stars.,2
"I didn't have to go to the store, put it in my car & take it into my home.",1
"So far, it's been working just fine and we're happy with it.",2
"Overall, the TV is nice looking and the picture quality is awesome, but, the sound system COMPLETELY SUCKS.",0
"(don't worry, it's still going to be bright) and downloaded an app called ""Night Mode"" which helped the battery life.",1
It still works but you cant see anything on the screen which makes it pointless.,0
My only other complaint is that I can never get the flash to stay on the camera for long as it falls off easily.,0
"I hope they will improve on this area, since I really love the Sony picture quality.",0
Easy to assemble and program.,1
"Surely its design is the least attractive of the three, but that can be a strength that will help convince users like me who prefer a more sober style on their phones.I hope to help you in your decision with this modest analysis.",0
The sound has far more impact than the image itself and it amazes me people buy large flat screen TV's and still use the built in speakers which can't even come close to portraying the entire frequency range.,0
"I don't watch movies on my smartphone, but I'm nonetheless impressed with the picture quality.- Surprisingly good battery life!",2
I am not too tech savvy.,0
"Works well but of you drop the handset, look out.",1
".because it is just over the 90 day warranty, they will send me a box to send it to them for the wonderfully low price of 70.00.",2
I can't say enough great things about this camera.,2
The Television is exactly what I wanted and received it is now in my room where I can see clear picture of shows and games like NFL and Soccer,2
She didn't make me do a million things to try and prove to her over the phone that it was defective.,0
Not a big deal but I don't like to have to think about these things.,1
I highly suggest this Tv if you are really fun of gaming and movie..,2
the  optional 64 meg card is highly recommended for any pictures on trips.,2
"So although we may have some bright & cheery people writing reviews or we have some company reps (hey, it could happen), either way, take it from someone who is just a normal individual using the cam's at home, they work.",2
The volume would vary low to high with no way to control.,0
"I wanted a smartphone for the administrative apps and features such as spreadsheets, more advanced calendar applications, as well as the photo and sound file systems.",1
"we have a 35# dog and the instructions for installing motion sensors seem to have worked, no false alarms.",2
great tablet.,2
"If you're a gamer, this is your ticket.",2
"With the purchase of a 27"" iMac, I decided I needed to try again.",1
The solution to this would have been a Variable Audio Output on the TV that would allow you to use the TV speakers and an external audio system with one single volume controlling both.,1
Any ways I love this phone I recommend it!,2
"I just bought this model, and I also own a Sony 40"" S model.",1
"If you plan on staying dry (or sand, fog, dust, etc.",1
"However, the one downside I would mention is that it's a little too tall for using one-handed.",0
I have been using a S5 for past couple of days and have ordered a unlocked one from my local store.,1
I have been ignored by your so called customer service for far to long now.,0
"This is a dull cloudy day, and the lighting is relatively flat, but the detail is nice and sharp when enlarged to 8X10 prints.",2
"This camera also uses a ""Duo/PRO Duo Card"", a very small memory card, not the SD cards which are cheaper, easier to find, and are just as fast.All in all, I give this camera a 4.5 out of 5 stars.",2
My 5 year old 4 megapixel Canon A520 produces better indoor photos than the Panasonic ZS7.,2
"I have it directly connected to the Ethernet Port and things load much faster than they do with the wireless.Too bad the original showed up damaged but true to their word, Amazon started the refund process right away.",0
"Some are good, others not so much.",1
"After 5 months the power button stopped working, so I plan to buy the lg phone.",0
LG came through.,2
"wonderful phone, really nice and easy, well contruction also, i certanly recommend it, and the price is very good too.",2
"Wait till you see how fast OSX is etc.Then I realize without a SSD this garbage is slow, only has 4GB of ram, doesn't even come with a SSD and the screen resolution sucks.Wish I had gone with a ASUS computer I would have gotten double the RAM, super fast SSD and better overall design.",2
I have been researching it for a month.,1
"It is about $100 more than the Canon PowerShot SX500 (16.0 MP Digital Camera with 30x Wide-Angle), but worth every penny.",2
"If you're new to DSLR's, you'll love how much there is to learn with this camera.",2
The pictures are great and it has a lot of good features to help take them.,2
"For the last year I've been using a Samsung Focus, which is a very good phone with one limitation: screen size.",2
"And if you use the channel button on the remote to go to a major network channel, it takes you to the analog one, not the digital one.",1
Very good picture quality and easy to set up and get started.,2
The phone lives up to all the specifications only negative is its battery live.,2
"Could not view cameras over the network.Issue 1: Cellular Carriers require Static IP Addresses because the Cellular Broadband Network sits behind a NAT firewall, which blocks all users from displaying a public IP address.",1
"I have been using this tv without a cable box, as is intended with a smart tv.",1
This is the only camera i shoot JPGs only.,1
My brother-in-law looked at it last night.,1
"Yes this is an expensive purchase, be we feel it's not worth the hassle.- This set has a terrible side viewing angle.",0
"Really great picture, can't complain.",2
"After browsing several sites, I decided to buy the Pentax Optio W60.I have used digital cameras since 1999, including a variety of Sony and Canon compacts, and the Digital Rebel XTi.",1
This came in before its estimated time and I love the phone!,2
This one is simple to use and takes fantastic pictures.,2
"Now, I must say that I have made a right choice.",2
"For now, I'm stuck with HC and I don't even know when I can upgrade to ICS :(",0
This is a great water-proof camera that you can let kids (i.e.,2
"It will go completely dead while the phone is OFF.Overheats often, freezes up.",0
"But, the purchasing experience was ""slick as a whistle.""",2
It is the best cuz u can get it for cheap but I was a lil worried when I dout it wasn't goin 2 come n but it came like it said,2
"The Sony I replaced in my living room couldn't tune in CBS, and was super picky about NBC, and for everything else I had to constantly adjust the antenna.",0
!,
"If it sounds too good to be true, the phone you get will likely have problems.If the phone were new it would have its own flaw or two.",0
I have down loaded more apps and that I am running out of memory space.,0
The in-camera editing features are pretty cool and can add some style and effects to your pics.,2
But off craigslist for 100 bucks was good deal.I have not been through all the features but it is obvious to me that this is the latest in tv technology at a reasonable price.,2
"Controls are good, slide out keyboard clear and easy to use.",2
The onlyway to get rid of it is to turn off and turn the tv back onagain.We have a Samsung 22 inch with the same outside dimensions andit is working without a problem.Vizio Support could not fix the problems.,0
"It turns out that most Ultrabooks have regular spinning drives for mass storage, plus a small SSD for quick booting, etc.One unique feature is the ""I/O door"".",1
!,
He had to call and request a 3rd panel replacement AND new wiring harnesses to fix issues with the wiring in the set as well.,0
The user interface looks crappy but I didn't pay much for it so I don't expect a pretty UI on it.,0
Good Luck.,1
I use it mostly with my Nikon 16-85mm VR lens most of the time and I get great results.,2
"If you want customer service that knows what they are doing and tell you one policy NOT two different policies, buy a different product.",0
So its wider and with more telephoto.5.,1
Shadow detail and dark scenes are very good for a TV of this price.,2
"I'm mostly surfing the web and doing email and I'm not likely to watch movies on it, so smaller works better because it's just the right size to hold and ""thumb type"" like you would your smartphone.",2
This camera was badly worn with heavy scratches on the entire body...like someone filled their back pocket with sand then carried the camera there...for a year!,1
(video from the same source) Hope this helps,1
Just thought the instruction booklet could have been a bit clearer.,0
Picture is remarkable.,2
Not a droid 0r I phone.,1
Remote is simple and easy to use.,2
I wasn't happy with how the color washed out and seemed pasty when I wasn't directly in front of it.,0
"I am pleased with the picture on the TV, as well as the sound.",2
I must admit I thought this phone would we outdated and would not work; however I was wrong.,1
"And now when it happens, it often sorts itself out after a bit.",1
"there was a small hiccup during commercials when at full screen), Hulu Plus, Pandora, the exercise app, MLB for score updates, MTV app to watch a music video and the accuweather app (sort of clunky to find your city but an OK app).",1
So essentially you have no choice on what you want to use because the updates force you to accept software and apps without any clear cut way to get rid of it permanently.Wish I had never gotten myself stuck with this thing for 2 years.,0
Thanks for a great product!,2
I need a smoke alarm to be reliable and work correctly when needed.,1
"In our case, our Brighthouse remote DID allow linking the AUX (audio) volume to the CABLE remote functions on the Brighthouse remote, so we could use the Brighthouse remote to adjust the amplified volume while in CABLE mode, eliminating having to switch that remote to AUX mode just to adjust or mute sound.",1
The phone came on time and was brand new and for the price it was a steal.,2
I was easily able to download books and used it on a 7.5 hour flight with no problems.,2
"Wonderful item easy to install, strong heavy duty material.",2
!,
Ear bug has no problems.,1
"I was originally thinking of a Dynex or Insignia, but I heard they have terrible sound and terrible contrast ratio (like 1000:1) that's terrible.",0
"This tablet so far, satisfied my needs.",2
Now I have a slightly longer HDMI cord than what I originally had.,1
The only way to get any sound back was to turn the thing off and then on again.,1
I needed a phone both for my kids and for myself.,1
Why is the iPhone so successful?,1
Beautiful TV.,2
"EVEN ON MINIMUM sensitivity, the cameras record almost continuously and you can only go forward 16x speed.",1
I feel like a kid at Christmas!,1
:)Plusses:Netflix and Amazon Prime Streaming are great.,2
Some shades will take care of that.,1
The Playbook connects via Bluetooth to my phone and my computer.,1
"Be aware, it is mostly all plastic, like most cameras these days, and requires carefulhandling to avoid damage.Oh, one last thing.",1
"It's a calculator, flashlight, radio, alarm clock, video camera and remote control.",1
Simply you wont be using all the potential this camera has to offer.,1
"My Time Warner remote is programed so that the set, cable box and Zvox turn on and off with a push of the systems button.",1
Easy to use.,2
I just printed some of the pictures and they look way better than I anticipated from a waterproof camera - insanely inexpensive at that.,2
Purchased the 47' Panasonic to replace a 42' Vizio that developed vertical lines.Shipping was on time and free.,2
Definitely state of the art.,2
but there are much better options available so why bother !,1
Great camera to carry in your pocket on a vacation.,2
Finding a good price on a brand new in the box took awhile but finally I found this one and I am enjoying using this ipad 2 for 3 to 4 days without having to recharge it.,2
So you connect to netflix and go to raise the volume and find out that you've just turned off the tv.,1
We'll see?,1
"The response to the remote is extremely sluggish, I regularly have to press a button two or three times before the TV ""notices"" and does something.",0
IT UPLOADS SUPER QUICK TO MY LAPTOP AND I UPLOAD THEM STRAIGHT TO FACEBOOK!,2
I have recently purchased the new D90 from Nikon and can honestly say this new camera is one of the best I have ever used.,2
"You can quickly switch between taking photos of food, portraits, other macro shots, running water or fast action sports shots, they all turn out amazingly well.",2
Thank you,2
"Go with vivid, reduce all settings 10-15% except for hue, which you will want to increase into the green range (Apologies to the videofiles out there).",1
"I do not expect DSLR quality photos, but I do want photos that are consistently adequate and sometimes exceptional, no matter what the setting.",2
"Didn't realize it needed a memory card to use it but this is the first camera I've ever owned so I'm sure every other camera needs a memory card, the pictures come out great, no more pictures of my dog with red or green eyes!",2
What a joy to use!,2
Very happy with this camera in every way.,2
"To achieve greater through-put, broadcasters and/or the video content provider will increase the MPG compression, which also physical distorts the images just like JPG.",1
Meaning they aim this little toy for Low-light performance.,1
"The one thing I miss, that I had with my G series Canon point & shoot, is a preview of my shots in a tip-out LCD viewer.That being said - it's a great camera for the money.",2
Almost USELESS.,0
Now I have a 4K monitor at home and work.,1
Canon makes an excellent powershot camera.,2
"This was annoying at first, but I got a phone case (Case-mate Barely There Case for Samsung Focus S i937 - Blue [AT&T; Retail Packaging]) that helped with accidental button pushes.",1
"The cameras were a little bigger than I expected them to be, but they're not too big.",1
"I like Pentax as a brand (I am a happy owner of a Pentax K-x DSLR), so my affinity with the brand might have played a role preferring this over other similar cameras but so far I am very happy with my purchase and this equipment also passed the durability/performance test in my kids' hands.",2
"*Finally, after two days internal discussion, they agree to replace this with working refurbished one.So after 6 strikes, more than 12 hours, 6 fedex shipment between me and Dell.",1
Charge on!,2
I got this laptop yesterday.,1
"I can live with lousy sound, since I can always buy a better sound system that uses the optical audio hookup, but still...*************************OK, I forgot to mention to Toshiba that their AUTOVIEW function is also terrible.",0
Check out security camera king or nelly surplus.,1
on it.,1
Even when I don't press the menu button.It's a great phone and these problems are very minor.,2
In Amazons compare to similar led tvs they list it as a smart tv.,1
The only downside is the lack of internal memory so just buy a reasonably large micro SD card with it.,1
Sony SLR: In body image stabilization that works well (around 2 stop advantage)Olympus SLR: In body image stabilization that works well (around 4 stop advantage)No In-body image stabilization like Sony & OlympusNo Tilt & Swivel LCDNo 1080p HD video recording 60 fps,1
The bad rap this camera has received by some may stem from the ease of forgetting to pop up the manual flash to enable a faster shutter speed when shooting indoors under poor light.,0
"Otherwise, you'll be returning it like I did.",1
So as far as I can tell there units are not effected..,1
(I also recommend replacing the hand strap because it is surprisingly thin and not up to the quality of a typical hand strap.),0
"then figured it was the memory card...was about to change that too, till I came here and saw that most people had that same problem.",0
Excellent service!!,2
"I've had this phone for a few days but having previously owned an N73 and a 5800 music express, continue with good old symbian was a smooth transition.",2
This Asus Tab is a junk.,0
You will not find such device with so many attractive features anywhere in the market at lower prices.,2
I took several indoor photos and they look great.,2
"Night vision is quality, actually, the image is all around perfect.",2
"The Rebels and the 20D/30D have a ""C"" sized sensor which means that any 35mm lens you put on this body has a magnification factor of 1.6 so a 10 mm lens works a lot closer to 20 mm than ten mm etc.",1
"Face it, you want a good set, a very reliable one, and something that will last.",1
"It's just an ""OK"" tv.",1
"This is the first ""slim"" design TV that I have bought.",1
First I am not rich so let me tell you how I came out purchasing two of these tvs.,1
I check up on my second house almost daily through my iPad or iPhone.,1
I shipped the unit back to them and kept a record of the tracking number.,1
"It seems to harken back to the old Palm Pilot days.I love the fact that there is an expansion slot and yet for as nice as that is, the awkwardness in trying to delete an app or change a setting really seems to mar the overall experience.I'm 46 so it's not like I'm standing on my lawn, shaking my fist and yelling for kids to ""get off my lawn"", that being said, this product makes me scratch my head.",0
So far I have nothing negative to say about this camera.,2
"Display light didn't work, kept shutting down, got over heated and looked like it was return at least 20 times.",0
"worst thing ever, i drop it with a case on it and cracked the screen in a week.",0
I don't spend time to review all of the items that I purchased from Amazon.,1
It really helped me in this instance!,2
Would do it again if I need another one.,2
I bought it for one of my bedrooms and I only by Samsung for my house but decided that I didn't want to pay Samsung price for bedroom.,1
Love the panorama shot I took with it and this camera has a great zoom and overall quality.I would highly recommend it to anyone who is looking for a good quality camera,2
The software download was flawless (vista; I also have it streaming to my blackberry...way too cool.,2
Its a great camera to take with you while travelling when you don't want to bring your expensive camera with you.The manual functions in the camera is not so great.,1
I bought these phones for my wife and I to use with Straight Talk.,1
"(right side)Score- 8/10Interface/stability-This runs on android 4.0, but it can be upgraded and I believe mine is running on 4.1 or something along the lines.The one thing I wasn't crazy about was how big the icons are.",1
"Not that mine was cheap, it cost approx.",1
"Not a huge problem - I learned to just click->right through menus, as it acts like an ""enter"" press.- Noise is pretty good, but don't expect miracles -- You need good exposure for high ISO.",1
Watching from an angle didn't affect the quality either which was a concern with some of the tvs I looked at.I agonized over this choice for a while but in the end I couldn't be happier.,2
"I have been tired lugging around large cameras and extra lenses, so that when you reach the age of 70,  this camera will suffice for anyone.",1
"Your settings may vary depending on source, room conditions, and personal preference.",1
"I backed off the brightness a tad from the cinema setting, and with just that little bit of adjustment it produces a very nice picture.",2
"It took me a couple of weeks to get used to it - in fact, it was a week before I took it for a walk outside the house :) It's just a few ounces in weight and it feels very delicate - like it might break or drop.",0
Also the file size for videos in high resolution is too large to e-mail.,0
My surprise was that after 4 hours the phone was dead.,0
"We look forward to seeing you again soon Best regards, Anil K.  ""Nothing but apologies and in-action from 7/17/13 to 9/1/13.FOR A REGISTRATION PROBLEM!""",0
"* Nice to have: GPS, WIFI, CLS commander mode for the built-in flash, Stereo external Mic jack with Audio Level meter, Waterproof (and sell it for $249!",1
This is the second time I've bought this exact camera.,1
I also like that the touch screen keyboard has good sized buttons.,2
"Most reviewers have already said it, but this phone is fine for the price.",2
"More like a 1"" beam.",1
"They e-mailed me back in less than 24 hours, and said to please call them, and they would forward my call to the technical person I needed to talk to about the matter.",1
"Coming from a point and shoot world, I wanted something I could keep close without a huge bag but that could take better pictures.So far, I've mostly been using point and shoot mode.",1
I purchased this camera a few months ago.,1
Apparently some part of the power supply quit.,1
we've had this tv for a month now.,1
"I used this camera to take over 1,500 photos on a recent trip to China and it performed beautifully.",2
This unit has a much better picture.,2
"But here are the down sides, its a plasma so it does get some image pretension but its not bad and fades quickly.",2
But network content getting our signals over the air is pretty much full screen and immaculate.,2
"They are a little high (Maybe 3""), but I have them on the ceiling and they do not bother me.",1
It is most noticed when watching in a dimly lit room (i.e.,1
"Shipping is free, and the UPS guy will bring this TV right into your house and set it in your foyer, or which ever room is by your front door.",2
"I am not expert in taking pictures but things like fast focus, simple menu, light exposure are important for me.",1
"Also, the screen is very unresponsive.",0
"However, as time goes on it is becoming worse.",0
There is an app on Android that works very well to control all features from your smart phone or tablet.The alarms could use some work.,1
"I have loved the Blackberry since my very first one, the BB Pearl.",2
"For $550-$650 you get an attractive 50"" LED with fantastic picture quality.",2
This 16MP Panasonic Lumix produces low-quality photos on a par with a Kodak I had nearly 10 years ago.,0
We are using this device in a corporate mid-sized conference room.,1
I like to shoot snapshots of friends and family either indoors or outside.,1
"After being told by Toshiba and Pinnacle services (the contractor conduct the second repair) that the main board would be replaced, rescheduling the appointment to make sure the part would be in so the tech could conduct the repair, the technician came WITHOUT the part to do a ""diagnostic visit"" on the television.",1
"Speaking of needs, don't think you are going to purchase this laptop and complete a thousand tasks at once while watching a movie and playing your favorite game in 3D!!",1
"I bought a carrying case separately for it.The specifications I found appealing, because I need all the help I can get, were:3"" TFT Color LCD Monitor1/2.3-inch CCD Sensor with Primary Color FilterBuilt-in Speaker and MicrophoneDigital Zoom Approximately 7.2x (up to approx.",1
"* Built quality: I am not sure, the front element of the lens will survive.",1
Works great as a 'Phone'..,2
Change from CCD to CMOS sensor brings some change in image quality and noise.3.,1
However after upgrading to a Canon 7D and using the same lenses I've discovered it was the camera body.,1
Yes.,1
Pay more for a GOOD motion detecting camera.,1
"His system allows high quality photos in low light conditions and image stabilizer, polemics aside, substance ensures improved video recording from the competition.The dimensions of Nokia smartphone loses out, being the thickest of the three little heavy and quite unlike most of its 6.53 oz.",2
As I write this review I'm getting it fixed thank goodness for the warranty I'd just go with buying a brand new tv don't take the cheap way out its to great of a tv to.,2
I also recommend using the 640x480 size for easy drop-in into WORD documents.,1
The view finder is great when you're outside.,2
Received the product last night and had it installed and up and running in one hour--not bad for someone who is not too handy.,2
So far the pictures seem great.,2
I bought this for my 90 year old mom.,1
On Hulu it said it was unable to connect and that I needed to contact my internet service provider.,1
"!WIFI direct, I am able to connect to my Samsung S3 zoom in out and take photos.",1
Thanks Apple.!!,2
I really have no complaints about the Kindle Fire HDX.,2
The phone is easy to use and setup.,2
"I don't have anything that supports the VIERA standard (other than the tv) so I never want the VIERA TOOLS, but I do want to change the input fairly often.",1
"I have dropped the phone a couple of times while on the go and it is still looks fine, no dents and scratches.A few cons are the battery life, the phone hasn't lasted me more than 1 and a half days without a charge(I have been using it pretty heavily, but still, for a phone at this price point, the life should be better).",1
Combination of lenses makes it perfect camera,2
"If you could turn a 56k connection into a processor, then I think this would be the product.",2
"Storage also remains somewhat behind, with 16GB internal and lack of microSD card slot.Paragraph photographic eye, because, without hogging all attention wing that has taken the Lumia 920 in this issue, the 8X offers an 8-megapixel camera more than satisfactory, equipped with technology similar to what HTC has offered in its latest Android devices .",1
I was impressed with the DVR functionality and video quality.,2
"Obviously, this is a poor product.",0
"When I watch photos, it feels like I am in an email.",1
This is the second Hootoo IP camera that I use to watch my newborn and it works great!,2
Let me start off by saying i switched from an enV touch to this phone so this is my first smart phone.,1
"It is a slightly updated model, lighter and thinner, but not too different to confuse seniors who appreciate the Jitterbug system.",1
"Using the system through Skype is an added bonus, also easy set-up and use.",2
I love this camera!,2
"I went swimming in about 6 feet of water off the coast of Panama and the seals failed, admitting water into the LCD part.",0
This software correction is what makes compact lenses like the 16-50mm zoom possible and isn't confined to Sony.- Difficulties auto-focusing on fast moving subjects.,1
"The screen is amazing, the speakers rock, the design of the tablet itself is awesome (very thin and light), very responsive touchscreen, and the waterproof and dust proof feature is great.",2
Like all camera's you have to remember to pick the correct settings.,1
The mounting screws are JUNK !!!,0
The phone is great.,2
"- But that cannot make up for the abysmal Android operating system and the android ""market"".",1
That's not a bad thing.,1
"Returned to Amazon, thankfully had a couple of days left.This is crazy because I have a D60 which I have loved for 4 years.",1
"It's not like a computer where you click and it pops up, it may take 10-20 seconds to load content as you drill into the sub folders on your drive.",1
"Sometimes it works, sometimes it doesn't.",1
"I also was a big fan of the door-to-door delivery, which meant I didn't have to wrestle it upstairs by myself.",2
"A fairly rugged looking cable, fair optics.",2
"Best tip I have for this camera is that when you use the digital zoom, use a tripod!",1
"I didn't need internet connectivity or any other bells and whistles - just a TV, and this delivered.",2
I contacted T-Mobile technical support and we went through all kinds of troubleshooting procedures without any luck in fixing the problem.I have contacted the seller about returning the device.,0
I used a review I read earlier to do all the setting of picture quality and it is amazing ...I do not like the remote that came with the tv...,1
In the garbarge!,0
